#,Name,MLBAMID,RazzballID,FangraphsID,NFBCID,Team,ESPN_POS,YAHOO_POS
2045,Dylan King,663717,663717,sa3009924,,LAA,SP,SP
2046,Dylan Lee,669276,669276,19996,10842,ATL,RP,RP
2047,Dylan Lesko,702266,702266,,,SD,P,P
2048,Dylan MacLean,694395,694395,sa3014508,,TEX,RP,RP
2049,Dylan Moore,664238,664238,18042,10444,SEA,SS/OF,2B/SS/ OF
2050,Dylan Nedved,690446,690446,sa3020326,,SD,RP,RP
2051,Dylan Neuse,681540,681540,sa3018123,,MIN,OF,OF
2052,Dylan O’Rae,802506,802506,,,MIL,,
2053,Dylan Ray,691009,691009,sa3020392,,ARI,SP,SP
2054,Dylan Rock,676423,676423,sa3020085,,TOR,OF,OF
2055,Dylan Rosa,676748,676748,sa3004285,,FA,OF,OF
2056,Dylan Shockley,686758,686758,sa1170874,,PIT,C,C
2057,Dylan Smith,681916,681916,sa3018113,,DET,SP,SP
2058,Dylan Spacke,686679,686679,sa3010812,,BOS,RP,RP
2059,Dylan Spain,688125,688125,sa3017134,,COL,RP,RP
2060,Dyron Campos,684495,684495,sa3008937,,NYM,OF,OF
2061,E.J. Exposito,802991,802991,sa3019900,,ATL,SS,SS
2062,Easton Lucas,687922,687922,sa1159925,,OAK,RP,RP
2063,Easton McGee,668834,668834,22176,11579,SEA,SP,SP
2064,Echedry Vargas,800448,800448,sa3018565,,TEX,SS,SS
2065,Ed Howard,690992,690992,sa3014540,,CHC,SS,SS
2066,Eddie Butler,572750,13453,13453,,FA,RP,RP
2067,Eddie Rosario,592696,12155,12155,8675,ATL,OF,OF
2068,Eddinson Paulino,682796,682796,sa3009538,,BOS,SS,SS
2069,Eddy Alvarez,657193,657193,16959,,FA,3B,3B
2070,Eddy Demurias,681493,681493,sa3007852,,CIN,RP,RP
2071,Eddy Diaz,677647,677647,sa3004979,10391,COL,SS,SS
2072,Eddy Rodriguez,699014,699014,sa3016154,,PIT,OF,OF
2073,Eddy Yean,678868,678868,sa3006543,,PIT,RP,RP
2074,Eddys Leonard,678760,678760,sa3005554,,LAD,SS,SS
2075,Edgar Barclay,687607,687607,sa1170012,,NYY,SP,SP
2076,Edgar Basabe,699205,699205,sa3015810,,TEX,OF,OF
2077,Edgar Cabral,641431,641431,sa738507,,FA,C,C
2078,Edgar Escobar,681592,681592,sa3007244,,STL,SP,SP
2079,Edgar Garcia,658305,658305,19276,,FA,RP,RP
2080,Edgar Martinez,680585,680585,sa3005790,,FA,SS,SS
2081,Edgar Navarro,679346,679346,sa3005703,,CHW,RP,RP
2082,Edgar Quero,700337,700337,sa3015239,,LAA,C,C
2083,Edgar Santana,650828,650828,17355,,FA,RP,RP
2084,Edgar Zuniga,693719,693719,sa3016744,,PHI,RP,RP
2085,Edgardo Fermin,660662,660662,sa872571,,FA,SS,SS
2086,Edgardo Henriquez,683618,683618,sa3009613,,LAD,SP,SP
2087,Edgardo Ordonez,699166,699166,sa3016553,,MIL,C,C
2088,Edgleen Perez,814297,814297,sa3021330,,NYY,C,C
2089,Edinson Duran,702750,702750,sa3016561,,NYY,C,C
2090,Edinson Volquez,685046,685046,sa3009266,,FA,SP,SP
2091,Edison Mora,681812,681812,sa3007315,,SF,SS,SS
2092,Edmond Americaan,669274,669274,sa3008341,,FA,OF,OF
2093,Edmundo Sosa,624641,624641,17022,9557,PHI,SS/3B,SS/3B
2094,Edouard Julien,666397,666397,27534,11592,MIN,2B,2B
2095,Edrei Campos,800402,800402,sa3018550,,BAL,SS,SS
2096,Edrian Robinson,696085,696085,sa3015405,,MIL,SP,SP
2097,Edryn Rodriguez,692043,692043,sa3015600,,SEA,2B,2B
2098,Eduar Bolivar,808131,808131,sa3021186,,LAA,OF,OF
2099,Eduar Segovia,680887,680887,sa3008374,,PHI,SP,SP
2100,Eduard Bazardo,660825,660825,20997,11165,BAL,RP,RP
2101,Eduardo Diaz,666452,666452,sa917182,,FA,OF,OF
2102,Eduardo Escobar,500871,6153,6153,8168,LAA,2B/3B,2B/3B
2103,Eduardo Garcia,682633,682633,sa3008751,,MIL,SS,SS
2104,Eduardo Garcia,684487,684487,sa3015514,,FA,1B,1B
2105,Eduardo Guerrero,800370,800370,sa3018536,,LAD,SS,SS
2106,Eduardo Herrera,672620,672620,sa3002702,,KC,RP,RP
2107,Eduardo Lopez,682637,682637,sa3009275,,BOS,OF,OF
2108,Eduardo Montero,698979,698979,sa3016152,,SF,C,C
2109,Eduardo Oviedo,800130,800130,sa3018451,,PIT,OF,OF
2110,Eduardo Perez,808039,808039,sa3021154,,HOU,OF,OF
2111,Eduardo Quintero,808234,808234,sa3021208,,LAD,OF,OF
2112,Eduardo Rivera,700842,700842,sa3017951,,OAK,SP,SP
2113,Eduardo Rodriguez,593958,13164,13164,8632,DET,SP,SP
2114,Eduardo Salazar,674285,674285,23135,11795,CIN,RP,RP
2115,Eduardo Salazar,678825,678825,sa3005569,,NYM,OF,OF
2116,Eduardo Soriano,696086,696086,sa3017278,,MIN,RP,RP
2117,Eduardo Tait,806953,806953,sa3022162,,PHI,C,C
2118,Eduardo Torrealba,665908,665908,sa917095,,NYY,SS,SS
2119,Eduardo Valencia,680664,680664,sa3006622,,DET,C,C
2120,Eduardo Vaughan,682804,682804,sa3008810,,FA,OF,OF
2121,Eduarqi Fernandez,682631,682631,sa3008749,,MIL,OF,OF
2122,Edwar Colina,666674,666674,20589,10829,TEX,RP,RP
2123,Edwar Polimir,702872,702872,sa3017552,,NYY,SP,SP
2124,Edward Cabrera,665795,665795,21690,10721,MIA,SP,SP
2125,Edward Cuello,672859,672859,sa3002795,,LAD,RP,RP
2126,Edward De La Cruz,695991,695991,sa3016643,,WSH,C,C
2127,Edward Duran,698927,698927,sa3016719,,TOR,C,C
2128,Edward Forbes,656431,656431,sa828696,,ARI,3B,3B
2129,Edward Hodo,683233,683233,sa3020614,,BAL,OF,OF
2130,Edward Olivares,658668,658668,19698,9605,KC,OF,OF
2131,Edward Romero,682756,682756,sa3008796,,ARI,SS,SS
2132,Edward Urena,694274,694274,sa3015161,,WSH,RP,RP
2133,Edward Vargas,703726,703726,sa3019508,,CHC,OF,OF
2134,Edwin Arroyo,695490,695490,sa3017626,,CIN,SS,SS
2135,Edwin Barragan,692408,692408,sa3015622,,TB,2B,2B
2136,Edwin Diaz,621242,14710,14710,9376,NYM,RP,RP
2137,Edwin Diaz,641521,641521,sa738152,,BOS,SS,SS
2138,Edwin Encarnacion,429665,2151,2151,4494,FA,DH,1B
2139,Edwin Figuera,660741,660741,sa872730,,FA,SS,SS
2140,Edwin Nunez,695835,695835,sa3014813,,STL,RP,RP
2141,Edwin Ramos,805080,805080,sa3019102,,CHW,C,C
2142,Edwin Rios,621458,621458,18316,9955,CHC,DH,DH
2143,Edwin Sanchez,703405,703405,sa3018438,,LAD,OF,OF
2144,Edwin Solano,807006,807006,sa3021100,,WSH,SS,SS
2145,Edwin Uceta,670955,670955,20539,11060,NYM,RP,RP
2146,Edwin Yon,660696,660696,sa872464,,FA,OF,OF
2147,Edwuin Bencomo,667746,667746,sa917763,,SD,RP,RP
2148,Efrain Contreras,678713,678713,sa3005692,,SD,SP,SP
2149,Efrenyer Narvaez,683534,683534,sa3008885,,TEX,C,C
2150,Eguy Rosario,666703,666703,19964,11367,SD,3B,3B
2151,Ehire Adrianza,501303,8418,8418,8606,ATL,3B,2B/3B
2152,Eikel Joaquin,808256,808256,sa3021218,,WSH,2B,2B
2153,Elehuris Montero,660707,660707,20543,10392,COL,1B/3B,1B/3B
2154,Eli Lingos,661526,661526,sa3006798,,COL,RP,RP
2155,Eli Morgan,669212,669212,20203,10928,CLE,RP,RP
2156,Eli Villalobos,681871,681871,sa3007997,,MIA,RP,RP
2157,Eli White,642201,642201,19346,10821,ATL,OF,OF
2158,Eliam Sandoval,698954,698954,sa3015751,,SF,OF,OF
2159,Elian Garcia,800326,800326,sa3018515,,ATL,OF,OF
2160,Elian Miranda,693749,693749,sa3014947,,FA,1B,1B
2161,Elias Diaz,553869,11680,11680,9153,COL,C,C
2162,Elias Fabian,691101,691101,sa3010284,,FA,OF,OF
2163,Elias Medina,808257,808257,sa3021219,,LAD,SS,SS
2164,Elias Reynoso,699021,699021,sa3015772,,STL,SS,SS
2165,Eliecer Bata,800065,800065,sa3019254,,PHI,SP,SP
2166,Elier Hernandez,609274,609274,13750,11517,TEX,OF,OF
2167,Eliesbert Alejos,808148,808148,sa3021195,,ARI,SS,SS
2168,Elieser Hernandez,622694,622694,16933,9927,NYM,RP,RP
2169,Eliezel Stevens,678844,678844,sa3005773,,ATL,2B,2B
2170,Eliezer Alfonzo,672613,672613,sa3003262,,DET,C,C
2171,Elih Marrero,663503,663503,sa3007822,,BOS,C,C
2172,Elijah Birdsong,677322,677322,sa3020377,,PIT,RP,RP
2173,Elijah Cabell,669010,669010,sa3017323,,STL,OF,OF
2174,Elijah Dunham,685313,685313,sa3014827,,NYY,OF,OF
2175,Elijah Green,701327,701327,sa3020210,,WSH,OF,OF
2176,Elijah Greene,690178,690178,sa3014836,,FA,OF,OF
2177,Elijah Wilson,670250,670250,sa918961,,PIT,C,C
2178,Elio Campos,699069,699069,sa3016645,,LAD,2B,2B
2179,Elio Prado,682799,682799,sa3008807,,BAL,OF,OF
2180,Elis Barreat,692412,692412,sa3018383,,TB,2B,2B
2181,Elisandro Alcantara,692583,692583,sa3015647,,COL,OF,OF
2182,Elliot Soto,519303,519303,11155,10914,MIN,SS,SS
2183,Elly De La Cruz,682829,682829,26668,11583,CIN,SS/3B,SS/3B
2184,Elmer Rodriguez-Cruz,695684,695684,sa3019459,,BOS,SP,SP
2185,Eloy Jimenez,650391,650391,17484,9782,CHW,OF,OF
2186,Elvin Rodriguez,660730,660730,20962,,FA,SP,SP
2187,Elvis Alvarado,665660,665660,sa919291,,DET,RP,RP
2188,Elvis Andrus,462101,8709,8709,7131,CHW,2B/SS,2B/SS
2189,Elvis Garcia,691477,691477,sa3015360,,HOU,SP,SP
2190,Elvis Jerez,683406,683406,sa3009469,,CLE,RP,RP
2191,Elvis Luciano,672773,672773,20632,,FA,RP,RP
2192,Elvis Novas,702860,702860,sa3016816,,KC,RP,RP
2193,Elvis Peguero,665625,665625,21652,11267,MIL,RP,RP
2194,Elvis Peralta,669687,669687,sa1170420,,FA,SS,SS
2195,Elvis Polanco,698939,698939,sa3015484,,BAL,RP,RP
2196,Elvis Rijo,804879,804879,sa3018975,,OAK,SS,SS
2197,Elvis Rojas,808086,808086,sa3021167,,BAL,OF,OF
2198,Emaarion Boyd,702708,702708,sa3020281,,PHI,OF,OF
2199,Emanuel Andrews,681044,681044,sa3017157,,COL,OF,OF
2200,Emerson Hancock,676106,676106,sa3014456,10873,SEA,SP,SP
2201,Emerson Purroy,699806,699806,sa3015840,,CLE,2B,2B
2202,Emerson Talavera,695360,695360,sa3016005,,CHW,RP,RP
2203,Emiliano Teodo,693713,693713,sa3015158,,TEX,SP,SP
2204,Emilio Pagan,641941,641941,14771,9652,MIN,RP,RP
2205,Emilio Taveras,692582,692582,sa3015646,,CLE,C,C
2206,Emilio Vargas,642496,642496,sa736761,,FA,SP,SP
2207,Emilker Guzman,675842,675842,sa3003158,,LAA,RP,RP
2208,Emmanuel Clase,661403,661403,21032,10661,CLE,RP,RP
2209,Emmanuel Rivera,656896,656896,19890,11231,ARI,3B,3B
2210,Emmanuel Rodriguez,691181,691181,sa3014693,,MIN,OF,OF
2211,Emmet Sheehan,686218,686218,29839,11811,LAD,SP,SP
2212,Ender Inciarte,542255,4922,4922,,FA,OF,OF
2213,Enderso Lira,694229,694229,sa3016145,,BOS,C,C
2214,Enderson Asencio,808134,808134,sa3021188,,NYM,OF,OF
2215,Endy Rodriguez,691635,691635,,,MIN,,
2216,Endy Rodriguez,682848,682848,25332,11584,PIT,C,C
2217,Enger Castellano,692634,692634,sa3015660,,NYY,3B,3B
2218,Enmanuel Bonilla,806962,806962,sa3020684,,TOR,OF,OF
2219,Enmanuel De Jesus,646241,646241,sa828317,,MIA,SP,SP
2220,Enmanuel Mejia,684871,684871,sa3009262,,TB,RP,RP
2221,Enmanuel Ramirez,698990,698990,sa3015763,,WSH,OF,OF
2222,Enmanuel Tejeda,800285,800285,sa3018497,,NYY,SS,SS
2223,Enmanuel Terrero,691927,691927,sa3015591,,PIT,OF,OF
2224,Enmanuel Valdez,665839,665839,21716,11626,BOS,2b,2b
2225,Enoli Paredes,660600,660600,20447,10737,HOU,RP,RP
2226,Enrique Burgos,542609,3895,,,MIA,P,P
2227,Enrique Hernandez,571771,10472,10472,8835,BOS,2B/SS/ OF,2B/SS/ OF
2228,Enrique Jimenez,806992,806992,sa3021091,,DET,C,C
2229,Enrique Santana,682451,682451,sa3007496,,NYY,RP,RP
2230,Enrique Segura,800283,800283,sa3019147,,PHI,SP,SP
2231,Enrique Valdez,678823,678823,sa3005568,,KC,SS,SS
2232,Enrique Valdez,693733,693733,sa3015676,,FA,2B,2B
2233,Enyel De Los Santos,660853,660853,18403,10058,CLE,RP,RP
2234,Enzo Paulino,703890,703890,sa3018440,,TB,OF,OF
2235,Erasmo Ramirez,541640,10314,10314,8242,TB,RP,RP
2236,Erbin Jaque,801226,801226,sa3018597,,CHC,OF,OF
2237,Erian Rodriguez,701477,701477,sa3019625,,CHC,RP,RP
2238,Eric Adler,688328,688328,sa3020592,,CHW,RP,RP
2239,Eric Brown Jr.,687521,687521,sa3019923,,MIL,SS,SS
2240,Eric Cerantola,672021,672021,sa3017914,,KC,SP,SP
2241,Eric De La Rosa,680763,680763,sa3006911,,FA,OF,OF
2242,Eric Filia,596107,596107,sa827359,,FA,OF,OF
2243,Eric Haase,606992,606992,14111,9831,DET,C/OF,C/OF
2244,Eric Hanhold,621098,621098,18332,,SD,RP,RP
2245,Eric Hosmer,543333,3516,3516,7529,FA,1B,1B
2246,Eric Jones,687613,687613,sa3011883,,FA,1B,1B
2247,Eric Lauer,641778,641778,19316,10024,MIL,SP,SP
2248,Eric Martinez,702444,702444,sa3017023,,MIL,C,C
2249,Eric Orze,679358,679358,sa3014793,,NYM,RP,RP
2250,Eric Pardinho,672078,672078,sa968102,10192,TOR,SP,SP
2251,Eric Rivera,687771,687771,sa1115765,,FA,OF,OF
2252,Eric Rodriguez,681995,681995,sa185525,,CLE,C,C
2253,Eric Silva,696150,696150,sa3017965,,SF,SP,SP
2254,Eric Skoglund,607215,607215,16155,,FA,SP,SP
2255,Eric Sogard,519299,7927,7927,,FA,2B,2B/SS/ 3B
2256,Eric Stamets,608715,13795,13795,,FA,SS,SS
2257,Eric Stout,657770,657770,16873,,SEA,RP,RP
2258,Eric Thames,519346,3711,3711,,FA,1B,1B
2259,Eric Torres,701539,701539,sa3017262,,LAA,RP,RP
2260,Eric Valdez,811603,811603,sa3021647,,SD,OF,OF
2261,Eric Wagaman,676572,676572,sa3002875,,NYY,1B,1B
2262,Eric Yang,687066,687066,sa1169769,,CIN,C,C
2263,Eric Yardley,642233,642233,15538,10676,FA,RP,RP
2264,Erich Uelmen,657272,657272,20323,11518,PHI,RP,RP
2265,Erick Alvarez,801248,801248,sa3018601,,TEX,OF,OF
2266,Erick Arosemena,800374,800374,sa3018538,,SF,OF,OF
2267,Erick Barria,693720,693720,sa3016542,,PHI,SS,SS
2268,Erick Bautista,805236,805236,sa3019103,,COL,OF,OF
2269,Erick Bello,691443,691443,sa3015150,,CHW,RP,RP
2270,Erick Brito,684081,684081,sa3011753,,PHI,1B,1B
2271,Erick Caripa,691407,691407,,,CLE,OF,OF
2272,Erick Castillo,602080,602080,12990,,FA,C,C
2273,Erick Fedde,607200,607200,17425,,FA,SP,SP
2274,Erick Hernandez,703184,703184,sa3018921,,CHW,OF,OF
2275,Erick Mejia,625510,625510,15817,,WSH,SS,SS
2276,Erick Pena,691179,691179,sa3014686,,KC,OF,OF
2277,Erick Reyes,699122,699122,sa3016168,,FA,2B,2B
2278,Erick Rodriguez,692601,692601,sa3015155,,DET,RP,RP
2279,Erick Torres,805075,805075,sa3018641,,KC,OF,OF
2280,Erickson Sarita,691424,691424,sa3016087,,FA,OF,OF
2281,Erik Gonzalez,570481,13369,13369,9206,CHW,SS,SS
2282,Erik Martinez,693044,693044,sa3020835,,LAA,RP,RP
2283,Erik Miller,669062,669062,sa3011336,,SF,RP,RP
2284,Erik Ostberg,675964,675964,sa3004505,,TB,C,C
2285,Erik Sabrowski,681870,681870,sa3015121,,CLE,SP,SP
2286,Erik Stock,693486,693486,sa3020824,,SEA,P,P
2287,Erik Swanson,657024,657024,16587,10449,TOR,RP,RP
2288,Eris Rodriguez,694038,694038,sa3017859,,BAL,RP,RP
2289,Erison Placencia,691758,691758,sa3011669,,BAL,SS,SS
2290,Ernesto Jaquez,677656,677656,sa3004869,,CHW,SP,SP
2291,Ernesto Martinez,667803,667803,sa3003173,,MIL,1B,1B
2292,Ernie Clement,676391,676391,20352,10925,TOR,3B,2B/3B/ OF
2293,Ernie De La Trinidad,670797,670797,sa3003955,,FA,OF,OF
2294,Ernie Yake,687044,687044,sa3017902,,MIN,2B,2B
2295,Ernny Ordonez,688658,688658,sa1170897,,PIT,1B,1B
2296,Errol Robinson,642021,642021,sa857819,,STL,SS,SS
2297,Erubiel Armenta,692068,692068,sa3015125,,PHI,RP,RP
2298,Erubiel Fuentes,691866,691866,sa3015581,,OAK,SS,SS
2299,Ervin Santana,429722,3200,3200,,FA,RP,RP
2300,Eskoly De Jesus,700290,700290,sa3016192,,ARI,OF,OF
2301,Esmerlin Vinicio,691263,691263,sa3014708,,SF,SP,SP
2302,Esmil Torres,682742,682742,sa3009284,,FA,SS,SS
2303,Esmil Valencia,806982,806982,sa3021082,,HOU,OF,OF
2304,Esneider Gomez,691438,691438,sa3015543,,COL,3B,3B
2305,Esney Chacon,672623,672623,sa3003267,,DET,OF,OF
2306,Estanli Castillo,682658,682658,sa3008763,,TB,OF,OF
2307,Estanlin Cassiani,693790,693790,sa3016543,,SF,OF,OF
2308,Estarlin Rodriguez,677674,677674,sa3004871,,ATL,RP,RP
2309,Esteban Gonzalez,691416,691416,,,CLE,,
2310,Esteban Mejia,800354,800354,sa3018527,,TEX,SS,SS
2311,Esteban Quiroz,606019,606019,19780,10787,PHI,SS,SS
2312,Esteury Ruiz,665923,665923,21780,10193,OAK,OF,OF
2313,Estevan Florial,664314,664314,19151,10194,NYY,OF,OF
2314,Estiven Giron,800396,800396,sa3019440,,SD,C,C
2315,Estiven Machado,692497,692497,sa3014715,,TOR,SS,SS
2316,Ethan Hankins,677945,677945,sa3008589,10195,CLE,SP,SP
2317,Ethan Hearn,683001,683001,sa3011502,,CHC,C,C
2318,Ethan Lindow,676600,676600,sa3005028,,SEA,SP,SP
2319,Ethan Murray,696140,696140,sa3017051,,MIL,SS,SS
2320,Ethan Paul,663871,663871,sa3011423,,FA,SS,SS
2321,Ethan Roberts,681799,681799,24930,11361,CHC,RP,RP
2322,Ethan Routzahn,701240,701240,sa3017206,,SD,RP,RP
2323,Ethan Salas,806956,806956,sa3020881,,SD,C,C
2324,Ethan Skender,663690,663690,sa3010268,,FA,3B,3B
2325,Ethan Small,663629,663629,26364,10992,MIL,RP,RP
2326,Ethan Wilson,681159,681159,sa3017329,,PHI,OF,OF
2327,Ethan Workinger,689688,689688,sa3015166,,ATL,OF,OF
2328,Eudrys Manon,684875,684875,sa3009631,,TEX,RP,RP
2329,Eudys Carrasco,683626,683626,sa3009552,,FA,3B,3B
2330,Eugenio Suarez,553993,12552,12552,8805,SEA,3B,3B
2331,Euri Montero,693759,693759,sa3015989,,MIA,RP,RP
2332,Euribiel Angeles,683494,683494,sa3008877,,OAK,SS,SS
2333,Eury Perez,691587,691587,27768,11591,MIA,SP,SP
2334,Evan Alexander,670116,670116,sa918444,,FA,OF,OF
2335,Evan Carter,694497,694497,sa3014490,11753,TEX,OF,OF
2336,Evan Edwards,657212,657212,sa3009866,,TB,1B,1B
2337,Evan Fitterer,683157,683157,sa3011433,,MIA,SP,SP
2338,Evan Gates,688753,688753,sa3017311,,SF,RP,RP
2339,Evan Kravetz,667478,667478,sa3010559,,CIN,SP,SP
2340,Evan Kruczynski,676358,676358,sa3004341,,FA,RP,RP
2341,Evan Lee,681885,681885,24988,11338,WSH,RP,RP
2342,Evan Longoria,446334,9368,9368,6782,ARI,3B,3B
2343,Evan Marshall,605359,12297,12297,,LAA,RP,RP
2344,Evan Marzilli,608685,13771,,,HOU,OF,OF
2345,Evan McKendry,679928,679928,sa3010787,,TB,RP,RP
2346,Evan Mendoza,656734,656734,sa3002836,10883,SD,3B,3B
2347,Evan Miller,670377,670377,sa915725,,FA,RP,RP
2348,Evan Phillips,623465,623465,17734,9635,LAD,RP,RP
2349,Evan Reifert,682126,682126,sa3014860,11630,TB,RP,RP
2350,Evan Scribner,519267,7525,,8055,TB,RP,RP
2351,Evan Sisk,681895,681895,sa3007612,,KC,RP,RP
2352,Evan Skoug,656967,656967,sa829713,,CHW,C,C
2353,Evan Taylor,681117,681117,sa3019950,,MIA,RP,RP
2354,Evan White,657108,657108,20078,10196,SEA,1B,1B
2355,Everhett Hazelwood,689185,689185,sa3017197,,CHW,RP,RP
2356,Everson Pereira,677592,677592,sa3007034,10197,NYY,OF,OF
2357,Eward Rodriguez,699201,699201,sa3018293,,TEX,SP,SP
2358,Ewing Matos,808318,808318,sa3021245,,MIN,OF,OF
2359,Ewry Espinal,691919,691919,sa3015588,,PIT,OF,OF
2360,Eybersson Polanco,702882,702882,sa3018301,,BOS,SP,SP
2361,Ezequiel Duran,677649,677649,23733,11370,TEX,SS/3B/ OF,2B/SS/ 3B/OF
2362,Ezequiel Pagan,681868,681868,sa3007975,,CHC,OF,OF
2363,Ezequiel Surun,700332,700332,sa3015860,,ARI,SS,SS
2364,Ezequiel Tovar,678662,678662,24064,11346,COL,SS,SS
2365,Fabian Lopez,808500,808500,sa3021276,,MIA,SS,SS
2366,Fabian Pertuz,678285,678285,sa3005500,,CHC,SS,SS
2367,Fabian Urbina,691543,691543,sa3011668,,PIT,3B,3B
2368,Fabio Villadiego,698980,698980,sa3015762,,SF,OF,OF
2369,Fabricio Macias,671246,671246,sa927338,,PIT,OF,OF
2370,Fabricio Valera,800376,800376,sa3018539,,MIL,OF,OF
2371,Facundo Velasquez,808278,808278,sa3021227,,STL,OF,OF
2372,Fadriel Cruz,677571,677571,sa3005476,,COL,2B,2B
2373,Faruk De La Cruz,800410,800410,sa3018554,,TOR,C,C
2374,Federico Polanco,678836,678836,sa3005571,,FA,SS,SS
2375,Felipe Paulino,462956,462956,,,HOU,P,P
2376,Felix Amparo,808118,808118,sa3021180,,BAL,SS,SS
2377,Felix Bautista,642585,642585,20666,11379,BAL,RP,RP
2378,Felix Familia,672445,672445,sa3003213,,FA,C,C
2379,Felix Hernandez,433587,4772,4772,5256,FA,SP,SP
2380,Felix Morrobel,807011,807011,sa3021103,,LAA,SS,SS
2381,Felix Negueis,679350,679350,sa3008739,,NYY,OF,OF
2382,Felix Paulino,656077,656077,sa828972,,FA,RP,RP
2383,Felix Pena,570240,13403,13403,,FA,RP,RP
2384,Felix Reyes,694025,694025,sa3015688,,PHI,OF,OF
2385,Felix Salguera,683658,683658,sa3008914,,TB,C,C
2386,Felix Stevens,685474,685474,sa3008946,,CHC,OF,OF
2387,Felix Tena,700170,700170,sa3015847,,COL,OF,OF
2388,Felix Valerio,680589,680589,sa3005613,,MIL,2B,2B
2389,Felnin Celesten,806958,806958,,,SEA,,
2390,Fernando Abad,472551,4994,4994,7932,FA,RP,RP
2391,Fernando Cruz,518585,518585,7048,11557,CIN,RP,RP
2392,Fernando Diaz,685735,685735,sa3009338,,STL,1B,1B
2393,Fernando Guanare,699121,699121,sa3015496,,LAA,SP,SP
2394,Fernando Hernandez,691895,691895,sa3015582,,PHI,3B,3B
2395,Fernando Peguero,800387,800387,sa3018546,,BAL,2B,2B
2396,Fernando Rodney,407845,494,494,,FA,RP,RP
2397,Fernando Romero,622864,622864,15885,,LAA,RP,RP
2398,Fernando Roquez,808078,808078,sa3021163,,STL,OF,OF
2399,Fernando Tatis Jr.,665487,665487,19709,9948,SD,SS/OF,SS/OF
2400,Fernando Villalobos,682655,682655,sa3011114,,NYM,C,C
2401,Fernery Ozuna,642271,642271,,,TEX,P,P
2402,Fidel Castro,669858,669858,sa3003175,,FA,OF,OF
2403,Fidel Montero,700320,700320,sa3015856,,NYY,OF,OF
2404,Filippo Di Turi,806995,806995,sa3021093,,MIL,SS,SS
2405,Fineas Del Bonta-Smith,687486,687486,sa3010821,,COL,RP,RP
2406,Florencio Serrano,677568,677568,sa3010124,,TEX,SP,SP
2407,Ford Proctor,665154,665154,21634,11140,SF,SS,SS
2408,Forrest Wall,657088,657088,sa828682,,ATL,2b,2b
2409,Forrest Whitley,666215,666215,sa917930,9817,HOU,SP,SP
2410,Foster Griffin,656492,656492,16432,,FA,RP,RP
2411,Frailyn Abreu,693177,693177,sa3016317,,FA,3B,3B
2412,Frainyer Chavez,669413,669413,sa3007019,10395,TEX,SS,SS
2413,Framber Valdez,664285,664285,17295,10083,HOU,SP,SP
2414,Fran Alduey,694199,694199,,,CLE,,
2415,Franchy Cordero,614173,614173,14567,9541,NYY,1B/OF,1B/OF
2416,Francinel Martina,687850,687850,sa3010898,,FA,2B,2B
2417,Francis Martes,642564,642564,17303,9671,FA,RP,RP
2418,Francisco Acuna,672696,672696,sa3003291,,PIT,SS,SS
2419,Francisco Alvarez,682626,682626,26121,11118,NYM,C,C
2420,Francisco Del Valle,669303,669303,sa918323,,FA,OF,OF
2421,Francisco Floyd,682853,682853,sa3008821,,ATL,SS,SS
2422,Francisco Hernandez,677731,677731,sa3004942,,STL,3B,3B
2423,Francisco Laya,699216,699216,sa3016335,,FA,OF,OF
2424,Francisco Lindor,596019,12916,12916,8226,NYM,SS,SS
2425,Francisco Liriano,434538,3201,3201,4894,FA,RP,RP
2426,Francisco Mejia,642336,16403,16403,9548,TB,C,C
2427,Francisco Morales,672839,672839,22913,10198,PHI,RP,RP
2428,Francisco Nina,800502,800502,sa3018962,,FA,OF,OF
2429,Francisco Palma,678686,678686,sa3006193,,FA,OF,OF
2430,Francisco Peguero,501317,501317,,,MIN,,
2431,Francisco Pena,506747,8298,8298,,FA,C,C
2432,Francisco Perez,660906,660906,21018,11259,OAK,RP,RP
2433,Francisco Tostado,676762,676762,sa3007030,,WSH,1B,1B
2434,Francisco Urbaez,688005,688005,sa3014944,,CIN,2B,2B
2435,Franco Aleman,680916,680916,sa3018178,,CLE,SP,SP
2436,Frander Veras,684328,684328,sa3008723,,CHW,RP,RP
2437,Frandy Almonte,699200,699200,sa3015808,,TEX,OF,OF
2438,Frank Astacio,683400,683400,sa3008856,,FA,3B,3B
2439,Frank Duncan,641538,641538,sa738963,,FA,SP,SP
2440,Frank German,681464,681464,24750,,FA,RP,RP
2441,Frank Hernandez,693746,693746,sa3015678,,CHC,OF,OF
2442,Frank Mozzicato,700924,700924,sa3018242,,KC,SP,SP
2443,Frank Nigro,688507,688507,,,MIN,,
2444,Frank Rodriguez,684491,684491,sa3009330,,LAD,C,C
2445,Frank Rubio,676298,676298,sa3005162,,SF,RP,RP
2446,Frank Schwindel,643524,643524,15351,,FA,1B,1B
2447,Frankie Montas,593423,14309,14309,9103,NYY,SP,SP
2448,Franklin Arias,808265,808265,sa3021845,,BOS,SS,SS
2449,Franklin Barreto,620439,15519,15519,,WSH,2B,2B/SS
2450,Franklin Dacosta,672374,672374,sa3002925,,TB,SP,SP
2451,Franklin Labour,665780,665780,sa916848,,FA,OF,OF
2452,Franklin Linares,685438,685438,sa3009820,,FA,OF,OF
2453,Franklin Lopez,800157,800157,sa3018936,,COL,C,C
2454,Franklin Marquez,692452,692452,sa3015305,,WSH,RP,RP
